date,year,eyci,adjeyci
15/08/2002,2002.707763,246.50,260.14
16/08/2002,2002.710502,245.50,259.09
19/08/2002,2002.718721,241.50,254.87
20/08/2002,2002.721461,238.75,251.97
21/08/2002,2002.724201,238.75,251.97
22/08/2002,2002.726941,239.75,253.02
23/08/2002,2002.72968,239.75,253.02
26/08/2002,2002.7379,242.25,255.66
27/08/2002,2002.740639,249.75,263.57
28/08/2002,2002.743379,251.75,265.68
29/08/2002,2002.746119,252.25,266.21
30/08/2002,2002.748858,252.50,266.48
02/09/2002,2002.755479,252.00,265.95
03/09/2002,2002.758219,250.50,264.37
04/09/2002,2002.760959,251.00,264.89
05/09/2002,2002.763699,251.75,265.68
06/09/2002,2002.766438,252.25,266.21
09/09/2002,2002.774658,253.75,267.80
10/09/2002,2002.777397,257.50,271.75
11/09/2002,2002.780137,260.50,274.92
12/09/2002,2002.782877,262.25,276.77
13/09/2002,2002.785616,262.25,276.77
16/09/2002,2002.793836,264.50,279.14
17/09/2002,2002.796575,270.00,284.94
18/09/2002,2002.799315,273.50,288.64
19/09/2002,2002.802055,275.25,290.49
20/09/2002,2002.804795,275.50,290.75
23/09/2002,2002.813014,277.50,292.86
24/09/2002,2002.815753,276.25,291.54
25/09/2002,2002.818493,276.50,291.80
26/09/2002,2002.821233,274.75,289.96
27/09/2002,2002.823973,274.50,289.69
30/09/2002,2002.832192,272.75,287.85
01/10/2002,2002.836073,270.50,285.47
02/10/2002,2002.838813,263.50,278.09
03/10/2002,2002.841553,261.25,275.71
04/10/2002,2002.844292,261.25,275.71
07/10/2002,2002.852511,259.00,273.34
08/10/2002,2002.855251,253.25,267.27
09/10/2002,2002.857991,247.00,260.67
10/10/2002,2002.860731,244.25,257.77
11/10/2002,2002.86347,243.75,257.24
14/10/2002,2002.871689,242.00,255.40
15/10/2002,2002.874429,240.50,253.81
16/10/2002,2002.877169,240.50,253.81
17/10/2002,2002.879909,240.00,253.28
18/10/2002,2002.882648,240.00,253.28
21/10/2002,2002.890868,237.25,250.38
22/10/2002,2002.893607,234.25,247.22
23/10/2002,2002.896347,232.25,245.11
24/10/2002,2002.899087,232.25,245.11
25/10/2002,2002.901826,232.25,245.11
28/10/2002,2002.910046,230.25,242.99
29/10/2002,2002.912785,225.75,238.25
30/10/2002,2002.915525,225.75,238.25
31/10/2002,2002.918265,224.50,236.93
01/11/2002,2002.919406,223.50,235.87
04/11/2002,2002.927626,221.50,233.76
05/11/2002,2002.930365,224.25,236.66
06/11/2002,2002.933105,224.50,236.93
07/11/2002,2002.935845,225.25,237.72
08/11/2002,2002.938584,225.25,237.72
11/11/2002,2002.946804,227.25,239.83
12/11/2002,2002.949543,226.00,238.51
13/11/2002,2002.952283,225.00,237.45
14/11/2002,2002.955023,225.00,237.45
15/11/2002,2002.957763,225.25,237.72
18/11/2002,2002.965982,223.00,235.34
19/11/2002,2002.968721,223.75,236.13
20/11/2002,2002.971461,224.50,236.93
21/11/2002,2002.974201,224.50,236.93
22/11/2002,2002.976941,224.75,237.19
25/11/2002,2002.98516,227.75,240.36
26/11/2002,2002.9879,229.25,241.94
27/11/2002,2002.990639,230.25,242.99
28/11/2002,2002.993379,231.50,244.31
29/11/2002,2002.996119,231.50,244.31
02/12/2002,2003.005479,233.00,245.90
03/12/2002,2003.008219,234.75,247.74
04/12/2002,2003.010959,235.75,248.80
05/12/2002,2003.013699,236.00,249.06
06/12/2002,2003.016438,236.50,249.59
09/12/2002,2003.024658,240.25,253.55
10/12/2002,2003.027397,240.75,254.08
11/12/2002,2003.030137,245.25,258.83
12/12/2002,2003.032877,247.50,261.20
13/12/2002,2003.035616,247.50,261.20
16/12/2002,2003.043836,249.50,263.31
17/12/2002,2003.046575,251.25,265.16
18/12/2002,2003.049315,250.00,263.84
19/12/2002,2003.052055,249.50,263.31
20/12/2002,2003.054795,250.00,263.84
09/01/2003,2003.107991,265.25,272.39
10/01/2003,2003.110731,265.00,272.14
13/01/2003,2003.11895,265.25,272.39
14/01/2003,2003.121689,262.75,269.83
15/01/2003,2003.124429,263.00,270.08
16/01/2003,2003.127169,261.75,268.80
17/01/2003,2003.129909,261.25,268.29
20/01/2003,2003.138128,255.00,261.87
21/01/2003,2003.140868,249.00,255.71
22/01/2003,2003.143607,240.50,246.98
23/01/2003,2003.146347,238.25,244.67
24/01/2003,2003.149087,238.50,244.92
28/01/2003,2003.160046,239.50,245.95
29/01/2003,2003.162785,244.00,250.57
30/01/2003,2003.165525,243.00,249.54
31/01/2003,2003.168265,242.25,248.77
03/02/2003,2003.174886,246.25,252.88
04/02/2003,2003.177626,246.50,253.14
05/02/2003,2003.180365,249.50,256.22
06/02/2003,2003.183105,251.50,258.27
07/02/2003,2003.185845,252.00,258.79
10/02/2003,2003.194064,256.50,263.41
11/02/2003,2003.196804,260.25,267.26
12/02/2003,2003.199543,263.50,270.60
13/02/2003,2003.202283,265.00,272.14
14/02/2003,2003.205023,265.00,272.14
17/02/2003,2003.213242,265.50,272.65
18/02/2003,2003.215982,264.25,271.37
19/02/2003,2003.218721,264.50,271.62
20/02/2003,2003.221461,265.50,272.65
21/02/2003,2003.224201,266.00,273.16
24/02/2003,2003.23242,273.50,280.87
25/02/2003,2003.23516,283.75,291.39
26/02/2003,2003.2379,294.50,302.43
27/02/2003,2003.240639,302.00,310.13
28/02/2003,2003.243379,304.50,312.70
03/03/2003,2003.258219,312.50,320.92
04/03/2003,2003.260959,318.50,327.08
05/03/2003,2003.263699,320.75,329.39
06/03/2003,2003.266438,323.75,332.47
07/03/2003,2003.269178,324.50,333.24
10/03/2003,2003.277397,325.50,334.27
11/03/2003,2003.280137,330.00,338.89
12/03/2003,2003.282877,330.25,339.14
13/03/2003,2003.285616,330.25,339.14
14/03/2003,2003.288356,329.25,338.12
17/03/2003,2003.296575,329.75,338.63
18/03/2003,2003.299315,326.75,335.55
19/03/2003,2003.302055,325.00,333.75
20/03/2003,2003.304795,323.75,332.47
21/03/2003,2003.307534,324.00,332.73
24/03/2003,2003.315753,322.25,330.93
25/03/2003,2003.318493,321.00,329.64
26/03/2003,2003.321233,320.50,329.13
27/03/2003,2003.323973,318.50,327.08
28/03/2003,2003.326712,318.75,327.33
31/03/2003,2003.334932,316.00,324.51
01/04/2003,2003.336073,313.75,322.20
02/04/2003,2003.338813,310.75,319.12
03/04/2003,2003.341553,312.00,320.40
04/04/2003,2003.344292,311.50,319.89
07/04/2003,2003.352511,313.75,322.20
08/04/2003,2003.355251,314.75,323.23
09/04/2003,2003.357991,317.25,325.79
10/04/2003,2003.360731,317.50,326.05
11/04/2003,2003.36347,318.25,326.82
14/04/2003,2003.371689,320.50,329.13
15/04/2003,2003.374429,324.25,332.98
16/04/2003,2003.377169,327.00,335.81
22/04/2003,2003.393607,330.75,339.66
23/04/2003,2003.396347,328.75,337.60
24/04/2003,2003.399087,327.00,335.81
28/04/2003,2003.410046,327.00,335.81
29/04/2003,2003.412785,325.75,334.52
30/04/2003,2003.415525,323.00,331.70
01/05/2003,2003.419406,322.50,331.19
02/05/2003,2003.422146,323.25,331.96
05/05/2003,2003.430365,321.50,330.16
06/05/2003,2003.433105,317.25,325.79
07/05/2003,2003.435845,313.75,322.20
08/05/2003,2003.438584,311.00,319.38
09/05/2003,2003.441324,309.75,318.09
12/05/2003,2003.449543,304.25,312.44
13/05/2003,2003.452283,299.25,307.31
14/05/2003,2003.455023,296.00,303.97
15/05/2003,2003.457763,295.50,303.46
16/05/2003,2003.460502,295.50,303.46
19/05/2003,2003.468721,297.00,305.00
20/05/2003,2003.471461,300.50,308.59
21/05/2003,2003.474201,309.00,317.32
22/05/2003,2003.476941,311.75,320.15
23/05/2003,2003.47968,312.50,320.92
26/05/2003,2003.4879,314.25,322.71
27/05/2003,2003.490639,315.75,324.25
28/05/2003,2003.493379,313.25,321.69
29/05/2003,2003.496119,312.25,320.66
30/05/2003,2003.498858,311.75,320.15
02/06/2003,2003.505479,310.50,318.86
03/06/2003,2003.508219,307.25,315.52
04/06/2003,2003.510959,307.50,315.78
05/06/2003,2003.513699,307.75,316.04
06/06/2003,2003.516438,307.75,316.04
10/06/2003,2003.527397,305.25,313.47
11/06/2003,2003.530137,302.50,310.65
12/06/2003,2003.532877,301.50,309.62
13/06/2003,2003.535616,301.00,309.11
16/06/2003,2003.543836,302.50,310.65
17/06/2003,2003.546575,300.75,308.85
18/06/2003,2003.549315,299.75,307.82
19/06/2003,2003.552055,298.75,306.80
20/06/2003,2003.554795,298.50,306.54
23/06/2003,2003.563014,296.25,304.23
24/06/2003,2003.565753,299.00,307.05
25/06/2003,2003.568493,304.50,312.70
26/06/2003,2003.571233,306.00,314.24
27/06/2003,2003.573973,306.00,314.24
30/06/2003,2003.582192,310.50,318.86
01/07/2003,2003.586073,313.50,321.94
02/07/2003,2003.588813,314.25,322.71
03/07/2003,2003.591553,315.00,323.48
04/07/2003,2003.594292,315.25,323.74
07/07/2003,2003.602511,314.75,323.23
08/07/2003,2003.605251,313.75,322.20
09/07/2003,2003.607991,309.75,318.09
10/07/2003,2003.610731,308.50,316.81
11/07/2003,2003.61347,308.25,316.55
14/07/2003,2003.621689,309.50,317.83
15/07/2003,2003.624429,311.50,319.89
16/07/2003,2003.627169,315.75,324.25
17/07/2003,2003.629909,317.25,325.79
18/07/2003,2003.632648,316.75,325.28
21/07/2003,2003.640868,317.00,325.54
22/07/2003,2003.643607,319.50,328.10
23/07/2003,2003.646347,322.00,330.67
24/07/2003,2003.649087,323.00,331.70
25/07/2003,2003.651826,324.00,332.73
28/07/2003,2003.660046,325.75,334.52
29/07/2003,2003.662785,327.25,336.06
30/07/2003,2003.665525,327.25,336.06
31/07/2003,2003.668265,329.50,338.37
01/08/2003,2003.669406,329.50,338.37
04/08/2003,2003.677626,330.50,339.40
05/08/2003,2003.680365,330.25,339.14
06/08/2003,2003.683105,332.25,341.20
07/08/2003,2003.685845,329.00,337.86
08/08/2003,2003.688584,328.25,337.09
11/08/2003,2003.696804,328.00,336.83
12/08/2003,2003.699543,326.50,335.29
13/08/2003,2003.702283,325.50,334.27
14/08/2003,2003.705023,326.50,335.29
15/08/2003,2003.707763,327.00,335.81
18/08/2003,2003.715982,327.00,335.81
19/08/2003,2003.718721,331.25,340.17
20/08/2003,2003.721461,333.50,342.48
21/08/2003,2003.724201,334.50,343.51
22/08/2003,2003.726941,334.25,343.25
25/08/2003,2003.73516,336.75,345.82
26/08/2003,2003.7379,339.50,348.64
27/08/2003,2003.740639,341.00,350.18
28/08/2003,2003.743379,341.75,350.95
29/08/2003,2003.746119,341.25,350.44
01/09/2003,2003.75274,341.00,350.18
02/09/2003,2003.755479,340.25,349.41
03/09/2003,2003.758219,339.00,348.13
04/09/2003,2003.760959,338.75,347.87
05/09/2003,2003.763699,339.00,348.13
08/09/2003,2003.771918,338.75,347.87
09/09/2003,2003.774658,337.25,346.33
10/09/2003,2003.777397,338.00,347.10
11/09/2003,2003.780137,338.00,347.10
12/09/2003,2003.782877,337.50,346.59
15/09/2003,2003.791096,337.50,346.59
16/09/2003,2003.793836,336.25,345.31
17/09/2003,2003.796575,334.25,343.25
18/09/2003,2003.799315,333.00,341.97
19/09/2003,2003.802055,333.00,341.97
22/09/2003,2003.810274,329.75,338.63
23/09/2003,2003.813014,328.00,336.83
24/09/2003,2003.815753,329.00,337.86
25/09/2003,2003.818493,328.25,337.09
26/09/2003,2003.821233,327.75,336.58
29/09/2003,2003.829452,326.75,335.55
30/09/2003,2003.832192,328.25,337.09
01/10/2003,2003.836073,329.00,337.86
02/10/2003,2003.838813,331.00,339.91
03/10/2003,2003.841553,331.75,340.68
06/10/2003,2003.849772,336.00,345.05
07/10/2003,2003.852511,339.00,348.13
08/10/2003,2003.855251,342.25,351.47
09/10/2003,2003.857991,343.00,352.24
10/10/2003,2003.860731,342.75,351.98
13/10/2003,2003.86895,342.75,351.98
14/10/2003,2003.871689,340.75,349.93
15/10/2003,2003.874429,339.25,348.39
16/10/2003,2003.877169,336.75,345.82
17/10/2003,2003.879909,336.25,345.31
20/10/2003,2003.888128,333.00,341.97
21/10/2003,2003.890868,332.50,341.45
22/10/2003,2003.893607,332.00,340.94
23/10/2003,2003.896347,332.50,341.45
24/10/2003,2003.899087,332.25,341.20
27/10/2003,2003.907306,333.50,342.48
28/10/2003,2003.910046,333.25,342.22
29/10/2003,2003.912785,332.50,341.45
30/10/2003,2003.915525,333.50,342.48
31/10/2003,2003.918265,334.25,343.25
03/11/2003,2003.924886,334.25,343.25
04/11/2003,2003.927626,336.00,345.05
05/11/2003,2003.930365,337.25,346.33
06/11/2003,2003.933105,335.75,344.79
07/11/2003,2003.935845,334.50,343.51
10/11/2003,2003.944064,331.75,340.68
11/11/2003,2003.946804,329.00,337.86
12/11/2003,2003.949543,327.25,336.06
13/11/2003,2003.952283,325.00,333.75
14/11/2003,2003.955023,325.50,334.27
17/11/2003,2003.963242,321.25,329.90
18/11/2003,2003.965982,316.75,325.28
19/11/2003,2003.968721,315.00,323.48
20/11/2003,2003.971461,317.50,326.05
21/11/2003,2003.974201,315.50,324.00
24/11/2003,2003.98242,314.00,322.46
25/11/2003,2003.98516,312.50,320.92
26/11/2003,2003.9879,312.50,320.92
27/11/2003,2003.990639,311.25,319.63
28/11/2003,2003.993379,312.75,321.17
01/12/2003,2004.00274,314.75,323.23
02/12/2003,2004.005479,314.75,323.23
03/12/2003,2004.008219,315.25,323.74
04/12/2003,2004.010959,316.00,324.51
05/12/2003,2004.013699,315.50,324.00
08/12/2003,2004.021918,317.75,326.31
09/12/2003,2004.024658,318.00,326.56
10/12/2003,2004.027397,319.50,328.10
11/12/2003,2004.030137,320.00,328.62
12/12/2003,2004.032877,320.00,328.62
15/12/2003,2004.041096,316.75,325.28
16/12/2003,2004.043836,316.75,325.28
17/12/2003,2004.046575,314.00,322.46
18/12/2003,2004.049315,313.25,321.69
19/12/2003,2004.052055,312.75,321.17
09/01/2004,2004.107991,318.00,318.00
12/01/2004,2004.11621,318.75,318.75
13/01/2004,2004.11895,318.25,318.25
14/01/2004,2004.121689,322.25,322.25
15/01/2004,2004.124429,323.25,323.25
16/01/2004,2004.127169,323.50,323.50
19/01/2004,2004.135388,327.25,327.25
20/01/2004,2004.138128,332.50,332.50
21/01/2004,2004.140868,333.50,333.50
22/01/2004,2004.143607,333.50,333.50
23/01/2004,2004.146347,334.50,334.50
27/01/2004,2004.157306,335.25,335.25
28/01/2004,2004.160046,341.00,341.00
29/01/2004,2004.162785,341.75,341.75
30/01/2004,2004.165525,339.75,339.75
02/02/2004,2004.172146,335.75,335.75
03/02/2004,2004.174886,336.25,336.25
04/02/2004,2004.177626,332.00,332.00
05/02/2004,2004.180365,333.00,333.00
06/02/2004,2004.183105,333.50,333.50
09/02/2004,2004.191324,334.00,334.00
10/02/2004,2004.194064,332.50,332.50
11/02/2004,2004.196804,332.75,332.75
12/02/2004,2004.199543,329.75,329.75
13/02/2004,2004.202283,330.00,330.00
16/02/2004,2004.210502,324.50,324.50
17/02/2004,2004.213242,323.50,323.50
18/02/2004,2004.215982,322.00,322.00
19/02/2004,2004.218721,321.75,321.75
20/02/2004,2004.221461,322.00,322.00
23/02/2004,2004.22968,323.50,323.50
24/02/2004,2004.23242,323.75,323.75
25/02/2004,2004.23516,324.75,324.75
26/02/2004,2004.2379,325.00,325.00
27/02/2004,2004.240639,324.75,324.75
01/03/2004,2004.25274,325.00,325.00
02/03/2004,2004.255479,323.75,323.75
03/03/2004,2004.258219,323.75,323.75
04/03/2004,2004.260959,324.00,324.00
05/03/2004,2004.263699,323.00,323.00
08/03/2004,2004.271918,326.00,326.00
09/03/2004,2004.274658,327.75,327.75
10/03/2004,2004.277397,326.50,326.50
11/03/2004,2004.280137,327.25,327.25
12/03/2004,2004.282877,328.25,328.25
15/03/2004,2004.291096,328.00,328.00
16/03/2004,2004.293836,327.75,327.75
17/03/2004,2004.296575,327.50,327.50
18/03/2004,2004.299315,326.50,326.50
19/03/2004,2004.302055,326.75,326.75
22/03/2004,2004.310274,327.00,327.00
23/03/2004,2004.313014,327.00,327.00
24/03/2004,2004.315753,327.50,327.50
25/03/2004,2004.318493,327.25,327.25
26/03/2004,2004.321233,325.75,325.75
29/03/2004,2004.329452,325.25,325.25
30/03/2004,2004.332192,323.75,323.75
31/03/2004,2004.334932,323.25,323.25
01/04/2004,2004.336073,322.50,322.50
02/04/2004,2004.338813,323.75,323.75
05/04/2004,2004.347032,322.25,322.25
06/04/2004,2004.349772,323.25,323.25
07/04/2004,2004.352511,320.25,320.25
08/04/2004,2004.355251,320.25,320.25
13/04/2004,2004.36895,324.00,324.00
14/04/2004,2004.371689,325.25,325.25
15/04/2004,2004.374429,324.00,324.00
16/04/2004,2004.377169,323.25,323.25
19/04/2004,2004.385388,320.25,320.25
20/04/2004,2004.388128,316.25,316.25
21/04/2004,2004.390868,316.25,316.25
22/04/2004,2004.393607,314.25,314.25
23/04/2004,2004.396347,313.50,313.50
26/04/2004,2004.404566,312.50,312.50
27/04/2004,2004.407306,312.75,312.75
28/04/2004,2004.410046,310.75,310.75
29/04/2004,2004.412785,313.50,313.50
30/04/2004,2004.415525,315.25,315.25
03/05/2004,2004.424886,317.25,317.25
04/05/2004,2004.427626,318.75,318.75
05/05/2004,2004.430365,321.50,321.50
06/05/2004,2004.433105,319.75,319.75
07/05/2004,2004.435845,319.25,319.25
10/05/2004,2004.444064,319.00,319.00
11/05/2004,2004.446804,320.00,320.00
12/05/2004,2004.449543,319.75,319.75
13/05/2004,2004.452283,321.00,321.00
14/05/2004,2004.455023,321.00,321.00
17/05/2004,2004.463242,320.75,320.75
18/05/2004,2004.465982,320.25,320.25
19/05/2004,2004.468721,319.00,319.00
20/05/2004,2004.471461,318.50,318.50
21/05/2004,2004.474201,318.50,318.50
24/05/2004,2004.48242,319.75,319.75
25/05/2004,2004.48516,324.00,324.00
26/05/2004,2004.4879,327.50,327.50
27/05/2004,2004.490639,329.50,329.50
28/05/2004,2004.493379,329.75,329.75
31/05/2004,2004.501598,330.25,330.25
01/06/2004,2004.50274,332.00,332.00
02/06/2004,2004.505479,329.75,329.75
03/06/2004,2004.508219,330.00,330.00
04/06/2004,2004.510959,330.50,330.50
07/06/2004,2004.519178,332.75,332.75
08/06/2004,2004.521918,333.25,333.25
09/06/2004,2004.524658,334.50,334.50
10/06/2004,2004.527397,336.00,336.00
11/06/2004,2004.530137,335.75,335.75
15/06/2004,2004.541096,337.00,337.00
16/06/2004,2004.543836,340.50,340.50
17/06/2004,2004.546575,340.25,340.25
18/06/2004,2004.549315,340.75,340.75
21/06/2004,2004.557534,341.25,341.25
22/06/2004,2004.560274,344.25,344.25
23/06/2004,2004.563014,346.50,346.50
24/06/2004,2004.565753,348.25,348.25
25/06/2004,2004.568493,348.75,348.75
28/06/2004,2004.576712,352.00,352.00
29/06/2004,2004.579452,355.00,355.00
30/06/2004,2004.582192,356.00,356.00
01/07/2004,2004.586073,357.00,357.00
02/07/2004,2004.588813,357.00,357.00
05/07/2004,2004.597032,358.00,358.00
06/07/2004,2004.599772,357.75,357.75
07/07/2004,2004.602511,358.00,358.00
08/07/2004,2004.605251,357.25,357.25
09/07/2004,2004.607991,357.25,357.25
12/07/2004,2004.61621,357.00,357.00
13/07/2004,2004.61895,358.50,358.50
14/07/2004,2004.621689,355.00,355.00
15/07/2004,2004.624429,355.25,355.25
16/07/2004,2004.627169,355.50,355.50
19/07/2004,2004.635388,355.50,355.50
20/07/2004,2004.638128,356.00,356.00
21/07/2004,2004.640868,357.00,357.00
22/07/2004,2004.643607,357.75,357.75
23/07/2004,2004.646347,357.50,357.50
26/07/2004,2004.654566,357.50,357.50
27/07/2004,2004.657306,358.50,358.50
28/07/2004,2004.660046,361.50,361.50
29/07/2004,2004.662785,363.00,363.00
30/07/2004,2004.665525,363.50,363.50
02/08/2004,2004.672146,365.25,365.25
03/08/2004,2004.674886,369.75,369.75
04/08/2004,2004.677626,373.50,373.50
05/08/2004,2004.680365,373.50,373.50
06/08/2004,2004.683105,374.00,374.00
09/08/2004,2004.691324,376.25,376.25
10/08/2004,2004.694064,377.00,377.00
11/08/2004,2004.696804,375.75,375.75
12/08/2004,2004.699543,375.75,375.75
13/08/2004,2004.702283,375.50,375.50
16/08/2004,2004.710502,376.75,376.75
17/08/2004,2004.713242,376.50,376.50
18/08/2004,2004.715982,375.50,375.50
19/08/2004,2004.718721,376.50,376.50
20/08/2004,2004.721461,376.75,376.75
23/08/2004,2004.72968,375.25,375.25
24/08/2004,2004.73242,375.00,375.00
